"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","SYMBOL","ENTREZID","GENENAME"
94.4921589225785,1.05374092601331,0.3146909847206,9.27368617738767e-05,0.000373003428642398,"ENSG00000164169.15","PRMT9","90826","protein arginine methyltransferase 9"
1416.43844594647,1.12943659419172,0.221326788791047,3.16612161948485e-08,2.4510422436785e-07,"ENSG00000198589.17","LRBA","987","LPS responsive beige-like anchor protein"
388.031318341859,1.04521440240143,0.10645551989034,1.88225962057788e-23,6.28275446080767e-22,"ENSG00000164142.18","FHIP1A","729830","FHF complex subunit HOOK interacting protein 1A"
307.990693962131,1.69520303311298,0.275096566876816,1.97258460753579e-11,2.3027424097509e-10,"ENSG00000109654.18","TRIM2","23321","tripartite motif containing 2"
17.6416526929627,1.42602839710247,0.392817027564243,4.09986302509678e-05,0.000178750318659931,"ENSG00000197410.15","DCHS2","54798","dachsous cadherin-related 2"
46.0340361308678,-1.02708092678943,0.251478147013666,9.32748353314093e-06,4.69448836698976e-05,"ENSG00000171560.20","FGA","2243","fibrinogen alpha chain"
318.589253022135,1.27627764695323,0.166807854646339,2.16313837785271e-15,3.78205860826152e-14,"ENSG00000145431.13","PDGFC","56034","platelet derived growth factor C"
449.001953742145,1.00201704166153,0.221995914747021,9.23794412555226e-07,5.5866014258879e-06,"ENSG00000109756.12","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2"
18.1510846407624,1.7076455464243,0.429393324948229,6.4302546546296e-06,3.35003233206227e-05,"ENSG00000183439.12","TRIM61","391712","tripartite motif containing 61"
19.7403460674228,1.49664767478784,0.853612314746513,0.00126549952016365,0.00372838978438903,"ENSG00000196104.13","SPOCK3","50859","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
954.632276534283,-2.2234506409541,0.235588164917845,2.61209626825006e-23,8.62551103911865e-22,"ENSG00000109511.12","ANXA10","11199","annexin A10"
825.934516942012,1.23342653639687,0.523630482740357,0.000614451672028585,0.00199946386038253,"ENSG00000137628.20","DDX60","55601","DExD/H-box helicase 60"
1380.20658348988,1.16197816333195,0.107794581034895,7.58612878458088e-28,3.51308384345411e-26,"ENSG00000129116.22","PALLD","23022","palladin, cytoskeletal associated protein"
15.6193030429298,1.05039357635601,0.37745267090221,0.000984188993448875,0.00299944238497532,"ENSG00000294732.1",NA,NA,NA
21.8809559321165,1.29852219784301,0.357931487233958,3.01296526571494e-05,0.000135878235921759,"ENSG00000248774.2",NA,NA,NA
170.311535852975,1.10758353232662,0.285576579902715,1.06432476321701e-05,5.275780190797e-05,"ENSG00000164118.15","CEP44","80817","centrosomal protein 44"
36.661904405211,-3.64767121241612,0.294162679141669,2.82324368826048e-36,2.05364343946533e-34,"ENSG00000150630.5","VEGFC","7424","vascular endothelial growth factor C"
339.389349132728,1.25849059897965,0.198294052612125,1.92674690295843e-11,2.2526432138379e-10,"ENSG00000151726.18","ACSL1","2180","acyl-CoA synthetase long chain family member 1"
348.206090354744,1.61648524896679,0.159498000069824,2.36658527454748e-25,9.26271865959306e-24,"ENSG00000154556.22","SORBS2","8470","sorbin and SH3 domain containing 2"
338.885376212806,2.36822323562479,0.492380900705878,6.89973679161414e-08,5.02127612380753e-07,"ENSG00000153404.17","PLEKHG4B","153478","pleckstrin homology and RhoGEF domain containing G4B"
266.621350757096,1.65548490726303,0.314676991694471,4.08431289420031e-09,3.64281024531307e-08,"ENSG00000291079.2","SDHAP3","728609","SDHA pseudogene 3"
1941.50405646897,-1.00348268863365,0.278960323347172,3.72140397402372e-05,0.000164246624737893,"ENSG00000145494.14","NDUFS6","4726","NADH:ubiquinone oxidoreductase subunit S6"
58.5583840300134,1.05979685802109,0.547578569241965,0.00300417534633668,0.00788417086723245,"ENSG00000145536.17","ADAMTS16","170690","ADAM metallopeptidase with thrombospondin type 1 motif 16"
237.807668091448,1.56833603075821,0.1264194766681,1.90122967009378e-36,1.40281639916345e-34,"ENSG00000039139.11","DNAH5","1767","dynein axonemal heavy chain 5"
331.284429970601,1.13359283873929,0.813643047429109,0.0025562127706447,0.0068543483109219,"ENSG00000145569.8","OTULINL","54491","OTU deubiquitinase with linear linkage specificity like"
24.3750795015103,-1.25708494925468,0.325472735825614,1.77570541312983e-05,8.37917783839508e-05,"ENSG00000154162.17","CDH12","1010","cadherin 12"
33.4413084058591,-1.66761273987573,0.249807407215481,2.48632316414941e-12,3.18451740152393e-11,"ENSG00000251593.1",NA,NA,NA
52.8129568701825,1.97258304734476,0.330328378215719,1.03494907850494e-10,1.11842675120005e-09,"ENSG00000290548.2",NA,NA,NA
317.017281519769,1.45581704093088,0.528955069785994,0.000112794834013836,0.000442597744358107,"ENSG00000164187.9","LMBRD2","92255","LMBR1 domain containing 2"
2107.4326252394,1.34928318129726,0.5930839318224,0.000436604715749041,0.00148007942879005,"ENSG00000164190.20","NIPBL","25836","NIPBL cohesin loading factor"
264.103623196821,1.87193423066276,0.439967676260346,2.48449816961468e-07,1.66146774820589e-06,"ENSG00000197603.18","CPLANE1","65250","ciliogenesis and planar polarity effector complex subunit 1"
752.168678244273,1.07843115137035,0.287782450905186,1.75776086012728e-05,8.30212258009885e-05,"ENSG00000113594.12","LIFR","3977","LIF receptor subunit alpha"
31.8172053252136,1.08061628935076,0.254512191264358,3.98282730799908e-06,2.15022822058071e-05,"ENSG00000249740.5","LINC01265","101926904","long intergenic non-protein coding RNA 1265"
1160.79466024909,1.39706314288281,0.618763329583675,0.000383884464888668,0.00132140230648396,"ENSG00000164327.16","RICTOR","253260","RPTOR independent companion of MTOR complex 2"
146.985537962222,1.08077416250916,0.199002381978366,9.6382428881541e-09,8.13972308752598e-08,"ENSG00000113638.16","TTC33","23548","tetratricopeptide repeat domain 33"
31.1848311481916,3.20117136106859,0.303623470036796,1.03710145761626e-26,4.47987159044827e-25,"ENSG00000250722.7","SELENOP","6414","selenoprotein P"
326.916163261531,1.27481844348273,0.171047063419401,8.88799775762761e-15,1.46121336269057e-13,"ENSG00000151883.22","PARP8","79668","poly(ADP-ribose) polymerase family member 8"
62.0844528506763,-1.19318385197422,0.794636403859381,0.00268460940944916,0.00715138395286156,"ENSG00000016082.17","ISL1","3670","ISL LIM homeobox 1"
22.4366773744549,-1.59244850306512,0.321857936635184,8.10882769203729e-08,5.85148487781502e-07,"ENSG00000285831.2",NA,NA,NA
2022.36043505394,-1.52966848733231,0.226248479529813,1.11448114861667e-12,1.48031126553124e-11,"ENSG00000134363.14","FST","10468","follistatin"
44.9377023536023,2.37216495021639,0.367307190743383,4.96392063610145e-12,6.1583765188512e-11,"ENSG00000248727.7",NA,NA,NA
376.494580384781,1.16768378912839,0.523279730074883,0.000949510601152399,0.00290985750802288,"ENSG00000155545.22","MIER3","166968","MIER family member 3"
38.6890613722807,1.11985009675106,0.401077859925387,0.000534434573439716,0.00177122621040487,"ENSG00000169067.4","ACTBL2","345651","actin beta like 2"
179.187818709226,1.50931522579212,0.160617924386387,6.79834755764183e-22,2.03963653086371e-20,"ENSG00000113448.21","PDE4D","5144","phosphodiesterase 4D"
12.9637053010775,1.55752143051445,0.433089032582809,3.79008511077106e-05,0.000166657834311949,"ENSG00000049192.16","ADAMTS6","11174","ADAM metallopeptidase with thrombospondin type 1 motif 6"
91.2000107504228,1.03811602270047,0.627230762681479,0.00428002402471686,0.0106602722031096,"ENSG00000113595.16","TRIM23","373","tripartite motif containing 23"
115.032263377567,1.44060306823813,0.187284682470173,1.64793527069854e-15,2.91097477771389e-14,"ENSG00000197860.12","SGTB","54557","small glutamine rich tetratricopeptide repeat co-chaperone beta"
1551.06960242424,1.38613911015128,0.43215224952245,3.78326553164782e-05,0.000166452889482286,"ENSG00000112851.18","ERBIN","55914","erbb2 interacting protein"
309.13670299341,1.47924401972438,0.201596223818372,1.3705633570535e-14,2.19703300718525e-13,"ENSG00000197822.14","OCLN","100506658","occludin"
46.4679807085843,1.17630473325349,0.772888479831964,0.0114145075895271,0.0245945398264772,"ENSG00000205572.12","SERF1A","8293","small EDRK-rich factor 1A"
20.4222314139456,1.40222442386746,0.585801573461039,0.00114761858733019,0.00342376208845403,"ENSG00000297805.1","GUSBP16","653080","GUSB pseudogene 16"
934.257456063754,1.00016529090039,0.885031284248682,0.00385590040722082,0.00973666942520915,"ENSG00000145734.21","BDP1","55814","BDP1 general transcription factor IIIB subunit"
1134.42582500239,1.10461374985389,0.386407057256712,0.000274266817559933,0.000982683223418151,"ENSG00000131711.16","MAP1B","4131","microtubule associated protein 1B"
315.830165235155,-1.1700481400684,0.326272444513954,2.58777837272015e-05,0.000118240386031755,"ENSG00000251493.5","FOXD1","2297","forkhead box D1"
146.623644039136,1.06296111128612,0.120999417391014,3.64147234515566e-19,8.81556436964607e-18,"ENSG00000164331.12","ANKRA2","57763","ankyrin repeat family A member 2"
168.679065292585,1.16687921102661,0.278225046973599,2.67566895541905e-06,1.48621615897609e-05,"ENSG00000198780.15","FAM169A","26049","family with sequence similarity 169 member A"
580.665608302947,1.06129282339717,0.334365106010316,0.000136987150740762,0.000528119712893323,"ENSG00000113163.20","CERT1","10087","ceramide transporter 1"
548.738433656377,1.09647589326489,0.325632861672626,6.12511321429481e-05,0.000256323937252755,"ENSG00000085365.20","SCAMP1","9522","secretory carrier membrane protein 1"
357.907198033226,2.50095922148631,0.214864459396055,5.41314000993857e-33,3.39333463793751e-31,"ENSG00000152409.12","JMY","133746","junction mediating and regulatory protein, p53 cofactor"
302.488421255437,1.10563579291625,0.214462230128773,3.01156987995173e-08,2.33608748082171e-07,"ENSG00000152413.17","HOMER1","9456","homer scaffold protein 1"
405.338680969358,1.14793606737819,0.168166921668598,1.05303187557678e-12,1.40474087831051e-11,"ENSG00000164329.17","TENT2","167153","terminal nucleotidyltransferase 2"
378.66222059633,1.49919962065446,0.299037400191256,2.01905577042072e-08,1.61744722263158e-07,"ENSG00000177034.19","MTX3","345778","metaxin 3"
504.322960808897,1.75003871308925,0.344854988457468,8.21176517373737e-09,6.98475624623298e-08,"ENSG00000039319.19","ZFYVE16","9765","zinc finger FYVE-type containing 16"
10.7420629802647,1.23422179134949,0.412686325090426,0.000439266585837574,0.0014874681642954,"ENSG00000152380.12","FAM151B","167555","family with sequence similarity 151 member B"
333.263412930874,1.18679173357368,0.14242523383001,1.00581375426788e-17,2.1453186589993e-16,"ENSG00000113318.13","MSH3","4437","mutS homolog 3"
98.9176194965659,1.11369240622528,0.659447902718248,0.00287025662419661,0.00757785095047695,"ENSG00000145687.19","SSBP2","23635","single stranded DNA binding protein 2"
103.630662382781,-1.54101600000696,0.484460987854251,7.05182819716575e-05,0.000291076666564489,"ENSG00000038427.17","VCAN","1462","versican"
13.3356988520654,1.89382414984449,0.446112888562214,2.16719458100738e-06,1.22463567730725e-05,"ENSG00000164176.15","EDIL3","10085","EGF like and discoidin domains 3"
1306.81811703013,1.48251263808927,0.193632737528559,9.4041237597179e-16,1.69813808546381e-14,"ENSG00000145715.17","RASA1","5921","RAS p21 protein activator 1"
16.5928891677884,1.1894247513305,0.296757730282332,1.17543760361893e-05,5.76540180833573e-05,"ENSG00000287862.2",NA,NA,NA
434.052221972236,1.13034503616386,0.287745289346621,7.70149008024497e-06,3.94698167256423e-05,"ENSG00000164180.17","TMEM161B","153396","transmembrane protein 161B"
402.610919800966,1.63984361351181,0.335457897923654,2.34335886627601e-08,1.855040398648e-07,"ENSG00000176018.15","LYSMD3","116068","LysM domain containing 3"
60.9434657165474,1.23813148105602,0.175050620440182,2.68523042084122e-13,3.81649201104078e-12,"ENSG00000164199.19","ADGRV1","84059","adhesion G protein-coupled receptor V1"
132.298556170271,1.41401441984652,0.268417462774255,9.01824709404219e-09,7.63284239501782e-08,"ENSG00000248323.9","LUCAT1","100505994","lung cancer associated transcript 1"
1882.13910436622,1.98297484219447,0.174994477882051,2.36799237983813e-31,1.3376121058419e-29,"ENSG00000113369.10","ARRDC3","57561","arrestin domain containing 3"
355.498943332295,1.20944639128662,0.0813488514323863,1.11518518429177e-50,1.70270007197657e-48,"ENSG00000113391.21","ARB2A","83989","ARB2 cotranscriptional regulator A"
18.620069182085,1.95272431860909,0.313672271095817,6.48034587152998e-11,7.13810097749027e-10,"ENSG00000185261.17","KIAA0825","285600","KIAA0825"
270.003916884884,1.27318802947818,0.320764987806528,4.16327018234709e-06,2.23855611861836e-05,"ENSG00000133302.15","SLF1","84250","SMC5/6 complex localization factor 1"
145.789401761154,1.21721017259625,0.105990431665868,3.40833437030068e-31,1.90434508421764e-29,"ENSG00000175471.20","MCTP1","79772","multiple C2 and transmembrane domain containing 1"
1489.97487817213,1.39809116117243,0.453164152117119,5.3281643063374e-05,0.000226857011442773,"ENSG00000198677.15","SKIC3","9652","SKI3 subunit of superkiller complex"
4049.42506799336,1.42933561533807,0.085415570661621,7.37176585184305e-64,1.86360657707003e-61,"ENSG00000164292.15","RHOBTB3","22836","Rho related BTB domain containing 3"
1301.85811623745,1.21701956779244,0.148688098768796,2.93417518901812e-17,5.97830577791153e-16,"ENSG00000118985.18","ELL2","22936","elongation factor for RNA polymerase II 2"
6725.38070349352,1.29794491940915,0.181598659714219,5.64004553963603e-14,8.55212804982569e-13,"ENSG00000310517.3","CAST","831","calpastatin"
1508.88447989944,1.24882675731021,0.420734011332259,0.000136930541807482,0.000528033479673213,"ENSG00000113441.18","LNPEP","4012","leucyl and cystinyl aminopeptidase"
1140.3063654984,1.09917869084497,0.539061955683462,0.00177426646734001,0.00498559824942606,"ENSG00000153922.14","CHD1","1105","chromodomain helicase DNA binding protein 1"
9.34482698084494,1.51138105062685,0.406498749097328,2.79962683189372e-05,0.000127129108877011,"ENSG00000248489.5","LOC100289230","100289230","uncharacterized LOC100289230"
1539.75830354226,1.09899303886548,0.292383601751525,1.65013385187528e-05,7.87050042346368e-05,"ENSG00000198961.13","PJA2","9867","praja ring finger ubiquitin ligase 2"
612.960589615863,1.05994183276459,0.280250057257067,1.67328363318557e-05,7.96656588680294e-05,"ENSG00000164211.15","STARD4","134429","StAR related lipid transfer domain containing 4"
658.633743522943,1.13840486919923,0.402321253937113,0.000273406673064292,0.000979829027498127,"ENSG00000172795.18","DCP2","167227","decapping mRNA 2"
46.0076295870411,1.5183470109667,0.190783648698712,2.52715643579073e-16,4.81721624182061e-15,"ENSG00000152503.12","TRIM36","55521","tripartite motif containing 36"
12.5655304111604,-2.30155002121347,0.387954023764792,2.82113899480732e-10,2.91196682991458e-09,"ENSG00000248663.8","LOC124900192","124900192","uncharacterized LOC124900192"
524.26914077676,1.57776912085777,0.449555877673569,8.26210989722614e-06,4.21180368208819e-05,"ENSG00000172869.17","DMXL1","1657","Dmx like 1"
380.564964567099,1.16168407188723,0.0764434379137703,7.4518822253839e-53,1.32086753790397e-50,"ENSG00000145779.9","TNFAIP8","25816","TNF alpha induced protein 8"
157.172832894519,1.77306594342151,0.14034353268184,1.84337614390028e-37,1.44297987386225e-35,"ENSG00000113083.17","LOX","4015","lysyl oxidase"
524.855348700632,1.04845434188933,0.326200473756728,0.000122546489373769,0.000477581352699745,"ENSG00000151292.21","CSNK1G3","1456","casein kinase 1 gamma 3"
74.3235814957359,1.13981021547505,0.92478298539232,0.00304220893247027,0.00796880974259157,"ENSG00000168916.18","ZNF608","57507","zinc finger protein 608"
288.631439977544,1.4970857201407,0.102643004495405,4.53894721219719e-49,6.60331178861254e-47,"ENSG00000155324.12","GRAMD2B","65983","GRAM domain containing 2B"
3646.0499778949,1.58447426127095,0.181689338843178,1.37278894605562e-19,3.43108238851276e-18,"ENSG00000064651.16","SLC12A2","6558","solute carrier family 12 member 2"
95.9786811884401,1.05461671705613,0.677429987196798,0.00423272078927166,0.0105534013405591,"ENSG00000158987.24","RAPGEF6","51735","Rap guanine nucleotide exchange factor 6"
56.3713610596491,-1.52277978030594,0.302446985016327,3.79529331451606e-08,2.9002585829114e-07,"ENSG00000164400.7","CSF2","1437","colony stimulating factor 2"
587.083814968415,-1.95007176701907,0.321257305957141,8.60107751225462e-11,9.36042458126172e-10,"ENSG00000131435.15","PDLIM4","8572","PDZ and LIM domain 4"
36.5633501972247,1.25285438478246,0.385385462319651,9.79704019746264e-05,0.000391196677589517,"ENSG00000233006.9","MIR3936HG","553103","MIR3936 host gene"
