"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GO:0019693","ribose phosphate metabolic process",276,-0.37615836373025,-1.75344881068776,3.30206866892378e-06,0.000346481348189217,0.000229879970741166,3381,"tags=41%, list=24%, signal=31%","201163/517/2597/6389/4695/51024/107/4702/4708/4832/4724/9060/5214/4710/226/5213/9567/28964/4709/203/54539/4720/4722/7167/4713/2987/4967/126328/2475/374291/706/513/5223/4728/65990/11164/83440/4723/4354/518/10632/4694/271/30833/30968/506/402/57673/6714/4726/65220/84277/5138/7040/978/4712/5744/10201/4717/5631/109/84833/9556/522/204/65018/8671/3692/790/4705/3614/10476/521/5152/790955/2821/4696/1969/3312/64223/9551/339123/353/7345/4700/2618/7415/4731/5635/1503/516/5604/142/111/5901/4716/1723/2023/5315/6390/4830/56848/7371/100/471/4706/4860/57521/7378/514/4923/5198",0.627256739718528
"GO:0009164","nucleoside catabolic process",11,-0.695478791062753,-1.75211214920316,0.005348308569014,0.123503961913408,0.0819411702807384,1665,"tags=45%, list=12%, signal=40%","978/4521/100/4860/7378",0.407017918923954
"GO:0006400","tRNA modification",95,-0.428320559047657,-1.75163083546475,0.000556163638635912,0.0281725650053846,0.0186916509445254,3160,"tags=38%, list=22%, signal=30%","54974/55226/24140/9836/11180/54733/207/23587/64118/51504/84705/81605/6301/8846/55644/54859/339175/55687/90353/55140/3028/56931/84881/26995/16/348180/81890/126789/10785/27304/80324/54920/51654/115708/4234/55621",0.477270815362862
"GO:0006308","DNA catabolic process",24,-0.56837499277955,-1.75021102836812,0.00965691610047953,0.169892332354544,0.112718461166582,2415,"tags=46%, list=17%, signal=38%","80198/11219/668/2021/3669/328/581/1676/57109/4830/1774",0.380730400722792
"GO:0051882","mitochondrial depolarization",16,-0.61527614030648,-1.7493036533465,0.0128001315868032,0.194970842503428,0.129357299618888,3468,"tags=62%, list=25%, signal=47%","25/215/666/3791/706/6714/1029/2537/8326/142",0.380730400722792
"GO:0031424","keratinization",26,-0.56198949851357,-1.74753563932972,0.00725883291528164,0.146550015092964,0.0972315345624035,4139,"tags=65%, list=29%, signal=46%","84518/3855/3887/3851/3892/196374/3854/2125/3868/3853/5493/5266/3858/1001/6698/6707/3852",0.407017918923954
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process",15,-0.641566919530838,-1.74524241714995,0.00924631838482954,0.165644411064812,0.109900092943017,1647,"tags=47%, list=12%, signal=41%","10201/790/1841/1503/4830/7371/7298",0.380730400722792
"GO:2000234","positive regulation of rRNA processing",13,-0.666501711947552,-1.7446594288674,0.0123898307942083,0.192599591922667,0.127784046060004,2347,"tags=46%, list=17%, signal=39%","51504/51547/55352/114049/79084/10419",0.380730400722792
"GO:0006882","intracellular zinc ion homeostasis",24,-0.566522042212831,-1.74450519233013,0.00994734427476444,0.173334203673616,0.115002039437846,1848,"tags=38%, list=13%, signal=33%","7922/7780/57192/4494/23400/4501/4493/4489/4502",0.380730400722792
"GO:0006334","nucleosome assembly",60,-0.45664098428517,-1.74432744279156,0.0011064123519256,0.0461083615596796,0.0305915134008132,2678,"tags=35%, list=19%, signal=28%","8352/266812/1616/8208/55723/29855/6749/9733/54107/8370/3014/10036/8970/79903/554313/8349/3021/55506/9555/3006/83743",0.45505986738723
"GO:0071378","cellular response to growth hormone stimulus",21,0.552505917503693,1.74173401800223,0.0114944939167216,0.187730097600958,0.124553282793673,1179,"tags=38%, list=8%, signal=35%","5747/3717/3716/55777/4067/8835/1438/54741",0.380730400722792
"GO:0030042","actin filament depolymerization",50,0.460221892328909,1.74047991645644,0.00172556804497594,0.0610809507968593,0.0405253767783095,2004,"tags=30%, list=14%, signal=26%","130271/6840/29767/2059/120/23075/10677/1073/11034/85477/5290/29766/55604/5962/7111",0.45505986738723
"GO:0006188","IMP biosynthetic process",10,-0.71953979812946,-1.74014345781572,0.00559168058716501,0.127177658661529,0.084378557763163,886,"tags=40%, list=6%, signal=38%","353/2618/471/5198",0.407017918923954
"GO:0061548","ganglion development",9,0.719795100749858,1.73821111328988,0.00477919405559503,0.117010601127818,0.0776330203753989,921,"tags=33%, list=7%, signal=31%","10371/7976/51804",0.407017918923954
"GO:0046688","response to copper ion",25,-0.557379521696609,-1.73782716206327,0.00922906449081609,0.165644411064812,0.109900092943017,2406,"tags=40%, list=17%, signal=33%","1616/513/3931/4494/6647/11315/4501/4493/4489/4502",0.380730400722792
"GO:0060416","response to growth hormone",30,0.514249529832757,1.73655632457921,0.0048536965195655,0.117852565078375,0.0781916381749738,1579,"tags=33%, list=11%, signal=30%","5747/3717/3488/3716/55777/4067/8835/1438/54741/445",0.407017918923954
"GO:0006405","RNA export from nucleus",86,-0.4360758214567,-1.73621374569921,0.0005440095022909,0.0277965203083594,0.0184421565795291,2792,"tags=33%, list=20%, signal=26%","55308/22794/11269/4116/79228/26993/7979/100101267/9883/5976/23381/84321/8563/10482/10212/2079/10189/57510/23511/5901/29107/79902/9775/23636/8021/8480/9688/65083",0.477270815362862
"GO:0030195","negative regulation of blood coagulation",29,-0.536281048813038,-1.73435008913155,0.0129073617654584,0.194970842503428,0.129357299618888,4012,"tags=48%, list=28%, signal=35%","1906/7391/5055/7056/10019/5154/634/2243/2161/348/114897/7103/5270/5329",0.380730400722792
"GO:1900047","negative regulation of hemostasis",29,-0.536281048813038,-1.73435008913155,0.0129073617654584,0.194970842503428,0.129357299618888,4012,"tags=48%, list=28%, signal=35%","1906/7391/5055/7056/10019/5154/634/2243/2161/348/114897/7103/5270/5329",0.380730400722792
"GO:0055078","sodium ion homeostasis",16,-0.609383961716101,-1.73255148491497,0.0147082027918031,0.212870442375948,0.141233146663694,1933,"tags=38%, list=14%, signal=32%","6548/133308/483/476/54997/53827",0.380730400722792
"GO:0071360","cellular response to exogenous dsRNA",13,-0.661851004688227,-1.73248556625694,0.0134946421417157,0.202281931695718,0.134207987768172,2084,"tags=38%, list=15%, signal=33%","4938/4940/10084/79594/3661",0.380730400722792
"GO:0000959","mitochondrial RNA metabolic process",62,-0.45597833259591,-1.73244362397565,0.00232614841846905,0.076360045290079,0.0506625971897665,2541,"tags=39%, list=18%, signal=32%","57505/387338/84705/51067/80222/84148/9238/5442/55687/26024/6832/3028/708/84881/10922/54938/26995/56652/60528/81892/6182/80324/51654/124454",0.431707695803346
"GO:0042797","tRNA transcription by RNA polymerase III",11,-0.687414610650688,-1.73179614725613,0.00719517871976767,0.146550015092964,0.0972315345624035,2257,"tags=64%, list=16%, signal=54%","9328/5434/5435/661/5441/11128/2975",0.407017918923954
"GO:0038180","nerve growth factor signaling pathway",9,0.716638168918869,1.73058753543167,0.00504717865116852,0.120925218195909,0.0802302512560178,2595,"tags=78%, list=18%, signal=64%","627/6272/9693/9863/8036/57498/5906",0.407017918923954
"GO:1901880","negative regulation of protein depolymerization",60,0.427300008734114,1.73031334376445,0.00126671900054185,0.0513326954978201,0.0340577020978913,2061,"tags=32%, list=15%, signal=27%","130271/6840/29767/2059/120/23075/10677/23332/50810/146057/85477/6314/5290/29766/55604/5962/4131/7111/57551",0.45505986738723
"GO:0045117","azole transmembrane transport",9,-0.749924139539832,-1.72986694341496,0.00389058819616589,0.105838408521624,0.0702206060481951,1026,"tags=44%, list=7%, signal=41%","6541/54896/92745/60386",0.431707695803346
"GO:0071806","protein transmembrane transport",68,-0.451482158361125,-1.72937526494532,0.00231692784394173,0.076360045290079,0.0506625971897665,2497,"tags=38%, list=18%, signal=32%","10245/5830/23480/6748/441150/2671/140823/10953/9409/10952/563/56993/10469/100287932/29927/131474/84134/5195/29928/5192/25813/9131/80273/388552/10452/92609",0.431707695803346
"GO:0048813","dendrite morphogenesis",91,0.389755821072529,1.72708058708522,0.000410750717680362,0.0221428552026588,0.0146911195442858,1826,"tags=25%, list=13%, signal=22%","27067/10371/10152/23043/6792/9743/8301/8609/22903/5764/23327/5728/10611/2043/8976/23181/9693/7436/5048/4205/54664/9762/2932",0.49849310876659
"GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I",15,-0.634604716211718,-1.72630326648701,0.0103719303153556,0.176142955297773,0.116865561802195,2721,"tags=60%, list=19%, signal=49%","29997/6598/2475/4141/51547/55011/1663/55506/9555",0.380730400722792
"GO:0048246","macrophage chemotaxis",22,0.538134788158555,1.72444833241055,0.0100064009671802,0.173334203673616,0.115002039437846,934,"tags=27%, list=7%, signal=26%","5747/6288/57509/5795/79647/8995",0.380730400722792
"GO:0003084","positive regulation of systemic arterial blood pressure",8,-0.782261755120883,-1.72334459620822,0.00260492422507677,0.0818531269869043,0.054307091955053,1968,"tags=62%, list=14%, signal=54%","5770/1535/2022/3291/134",0.431707695803346
"GO:1903312","negative regulation of mRNA metabolic process",97,-0.415929451231564,-1.72238056421646,0.000825525910784195,0.0370289332196025,0.0245675853248246,2976,"tags=35%, list=21%, signal=28%","401115/25819/1869/23020/11187/10284/7186/10949/6632/6637/7538/10594/1994/3183/3184/22985/23367/708/6636/5725/6628/8148/6433/81892/10758/115572/3182/11338/25980/9343/2521/10921/6633/9704",0.477270815362862
"GO:0010544","negative regulation of platelet activation",11,-0.683542511462248,-1.72204120991201,0.00796246471278285,0.153794198114929,0.102037832476667,3336,"tags=64%, list=24%, signal=49%","7056/10019/5154/634/348/114897/5270",0.380730400722792
"GO:0086005","ventricular cardiac muscle cell action potential",18,0.5622831256844,1.72179665182025,0.0247904990530523,0.277673299612038,0.184227896606889,1955,"tags=39%, list=14%, signal=34%","1824/23171/23327/5318/1739/388591/10008",0.352487857583619
"GO:0007007","inner mitochondrial membrane organization",44,-0.492117675231424,-1.7211480344609,0.00356938506937119,0.0990270726812682,0.0657014892418436,2869,"tags=50%, list=20%, signal=40%","90580/1678/84303/125988/5018/26520/140823/400916/79135/26521/26517/65018/790955/4580/29928/617/25813/57143/3954/55735/8834/26519",0.431707695803346
"GO:0002098","tRNA wobble uridine modification",18,-0.610865777966257,-1.72054034616775,0.0156622393697521,0.216395305843057,0.143571787733178,2483,"tags=56%, list=18%, signal=46%","23587/51504/84705/81605/54859/55687/90353/55140/348180/27304",0.352487857583619
"GO:0009127","purine nucleoside monophosphate biosynthetic process",20,-0.582587036727205,-1.72034727561936,0.00981728163539008,0.171685556218905,0.11390821135552,1278,"tags=30%, list=9%, signal=27%","3614/353/2618/100/471/5198",0.380730400722792
"GO:1900044","regulation of protein K63-linked ubiquitination",12,0.641135674550577,1.71873692454548,0.0176442183334812,0.232460598492232,0.154230627013969,3509,"tags=58%, list=25%, signal=44%","64127/329/8767/7336/80254/1654/7335",0.352487857583619
"GO:0006787","porphyrin-containing compound catabolic process",10,-0.709845302718909,-1.71669817680506,0.00733128650663519,0.146550015092964,0.0972315345624035,1283,"tags=40%, list=9%, signal=36%","7389/4363/645/3163",0.407017918923954
"GO:0033015","tetrapyrrole catabolic process",10,-0.709845302718909,-1.71669817680506,0.00733128650663519,0.146550015092964,0.0972315345624035,1283,"tags=40%, list=9%, signal=36%","7389/4363/645/3163",0.407017918923954
"GO:0055013","cardiac muscle cell development",37,0.479993754335745,1.71666090009225,0.00552982030758541,0.126926656747546,0.0842120255300602,1302,"tags=24%, list=9%, signal=22%","10529/8470/4211/27086/5465/1525/80206/10611/657",0.407017918923954
"GO:1905089","regulation of type 2 mitophagy",11,-0.681347524330731,-1.71651140272034,0.0088724345808106,0.160908720977911,0.106758104768746,1441,"tags=36%, list=10%, signal=33%","65018/11140/7416/79594",0.380730400722792
"GO:0036315","cellular response to sterol",15,0.609644660136414,1.71426267295715,0.0116931953236812,0.187730097600958,0.124553282793673,1391,"tags=40%, list=10%, signal=36%","3625/19/51141/4040/5727/151556",0.380730400722792
"GO:0006091","generation of precursor metabolites and energy",352,-0.355314038124156,-1.71311159412775,4.32159975922306e-06,0.000423228669753245,0.000280799514109968,3753,"tags=44%, list=27%, signal=33%","10202/6834/9167/6391/6622/5211/5224/3795/2539/37/55829/3052/93058/23178/7385/5209/2230/201163/84883/5467/27010/2597/6389/378884/4695/3421/1349/4702/4708/387/4724/50/84275/1716/215/5214/4710/5834/226/84300/1743/7157/5213/4191/28964/4709/10295/440567/54539/4720/84269/29997/54949/5018/4722/7167/4713/6472/10007/4967/1329/126328/207/2232/2475/374291/51103/5499/1534/51142/27089/1431/513/7384/2271/163702/5223/1351/4728/65990/83440/4723/10632/4938/4694/205251/2992/55572/29796/9572/30968/506/23130/402/6714/751071/4726/9377/84277/4712/4717/27166/522/65018/27158/1050/8671/23479/3692/4705/10476/521/891/790955/2821/1337/1327/5160/4696/64223/2997/9551/339123/7345/4697/4700/48/8802/7415/10131/4731/2109/283951/11315/291/208/10975/10840/9927/4716/5261/2931/2023/5226/5315/6390/3651/10105/9555/3420/4706/1340/57521/7386/514",0.610526878385931
"GO:0016601","Rac protein signal transduction",49,0.447342145586495,1.71288914234472,0.00214169001807632,0.0719118316926656,0.0477113410342246,2950,"tags=41%, list=21%, signal=32%","10152/6792/2059/7074/84078/57531/9710/2339/85440/391/6654/5291/8473/57679/5923/9855/10160/10787/80005/8936",0.431707695803346
"GO:0036376","sodium ion export across plasma membrane",9,-0.740849920325511,-1.70893523708825,0.00490237930452934,0.118544776927631,0.0786508999519359,2587,"tags=67%, list=18%, signal=55%","53826/6548/8671/483/476/53827",0.407017918923954
"GO:0006883","intracellular sodium ion homeostasis",14,-0.637304800908627,-1.70822369300233,0.013190521438558,0.198737189674274,0.13185615787478,783,"tags=29%, list=6%, signal=27%","483/476/54997/53827",0.380730400722792
"GO:0045332","phospholipid translocation",41,0.456296420730098,1.70760429550708,0.00506256018995806,0.120925218195909,0.0802302512560178,969,"tags=24%, list=7%, signal=23%","81671/19/5205/196527/55754/23120/10955/338440/440026/256987",0.407017918923954
"GO:0015980","energy derivation by oxidation of organic compounds",311,-0.359560203695563,-1.70691503721797,6.76449375655496e-06,0.000621065083023702,0.000412058033888394,3726,"tags=45%, list=26%, signal=34%","6834/9167/6391/6622/5211/5224/3795/37/55829/3052/93058/23178/7385/5209/201163/84883/27010/2597/6389/378884/4695/3421/1349/4702/4708/387/4724/50/84275/1716/215/5214/4710/5834/226/84300/1743/5213/4191/28964/4709/10295/440567/54539/4720/84269/29997/54949/5018/4722/7167/4713/6472/4967/1329/126328/207/2475/374291/51103/5499/51142/27089/1431/513/7384/2271/163702/5223/1351/4728/65990/83440/4723/10632/4938/4694/205251/2992/55572/29796/9572/30968/506/23130/402/6714/751071/4726/9377/84277/4712/4717/27166/522/65018/8671/23479/3692/4705/10476/521/891/790955/2821/1337/1327/5160/4696/64223/2997/9551/339123/7345/4697/4700/48/8802/7415/10131/4731/2109/283951/11315/208/10975/9927/4716/5261/2931/2023/5315/6390/10105/9555/3420/4706/1340/57521/7386/514",0.610526878385931
"GO:0051168","nuclear export",158,-0.390462688673066,-1.70498728799193,0.000183213526123666,0.0117017682554637,0.00776377186894593,2150,"tags=27%, list=15%, signal=23%","7979/8498/2010/51547/100101267/9883/1029/5976/5905/7040/23381/84321/8563/10411/9531/3692/10482/10212/2810/2079/10541/11315/161424/7329/55696/27351/10204/10189/57510/23511/5901/5902/29107/79902/9775/23636/8021/23214/8480/3553/9688/65083",0.518848077743792
"GO:0034350","regulation of glial cell apoptotic process",10,0.685987761510057,1.70460580788853,0.0104283521273411,0.176590769741372,0.117162673239015,2006,"tags=60%, list=14%, signal=52%","5885/5583/2621/5578/5584/9590",0.380730400722792
"GO:0032259","methylation",200,-0.376588609445522,-1.7041299749638,7.63107759621279e-05,0.00540243517534293,0.00358435352012271,2371,"tags=26%, list=17%, signal=22%","10400/387338/51504/84705/6632/55695/6637/6301/65990/27037/23070/751071/23067/339175/1786/10528/56981/1312/10436/4809/387893/114049/23463/110599564/6839/51451/55178/3028/56978/6636/28989/6628/10322/79091/56339/196410/51603/10785/196483/9739/9757/54496/56257/79922/115708/3276/117246/7298/10419/4234/2091/55621/6633",0.538434096309916
"GO:0017004","cytochrome complex assembly",44,-0.487087161053255,-1.70355415392001,0.00457818370370001,0.116456309276802,0.0772652643759501,2595,"tags=39%, list=18%, signal=32%","84334/6341/79064/51287/9997/1352/1535/84987/790955/55245/617/28958/283951/440957/132299/84902/7386",0.407017918923954
"GO:0009113","purine nucleobase biosynthetic process",10,-0.703541131966613,-1.70145209657423,0.00873470942833115,0.158901401241095,0.105426308397083,1539,"tags=40%, list=11%, signal=36%","5631/353/2618/100",0.380730400722792
"GO:0034453","microtubule anchoring",25,0.517388286113084,1.70130992260185,0.0121278006819269,0.190542665259365,0.126419336982163,3507,"tags=56%, list=25%, signal=42%","22981/80323/84376/23332/2932/636/9648/9857/11116/51199/11127/5108/399693/23122",0.380730400722792
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",14,-0.634625414330915,-1.7010418992543,0.0138149176979207,0.205072536441745,0.136059470223777,3927,"tags=71%, list=28%, signal=52%","1347/9167/1349/1329/1351/9377/1337/1327/4697/1340",0.380730400722792
"GO:0001732","formation of cytoplasmic translation initiation complex",15,-0.624673577799919,-1.69928777756571,0.0127839633781718,0.194970842503428,0.129357299618888,2765,"tags=53%, list=20%, signal=43%","8664/8668/728689/8663/8666/8662/8665/27335",0.380730400722792
"GO:0055006","cardiac cell development",44,0.459667029485021,1.6977119626982,0.00184572955096973,0.0637970990676362,0.0423274595982882,896,"tags=20%, list=6%, signal=19%","10529/27250/8470/4211/27086/5465/1525/80206/10611",0.45505986738723
"GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",18,0.554152351110555,1.69689898052536,0.0280475904303229,0.294299359586746,0.195258788170031,1818,"tags=39%, list=13%, signal=34%","5747/4067/2534/5581/55198/26060/10451",0.352487857583619
"GO:0009220","pyrimidine ribonucleotide biosynthetic process",20,-0.574630624525287,-1.69685243074233,0.0116437189235074,0.187730097600958,0.124553282793673,1665,"tags=40%, list=12%, signal=35%","978/10201/790/1503/1723/4830/7371/7378",0.380730400722792
"GO:0008535","respiratory chain complex IV assembly",30,-0.520532479793704,-1.69646418358485,0.0113800110036371,0.186784761612769,0.123926080751078,2595,"tags=37%, list=18%, signal=30%","84334/6341/79064/51287/9997/1352/84987/617/28958/440957/84902",0.380730400722792
